ID,Longitude,Latitude,Timestamp,DAC,Original core file,Original synthetic file
5904261_095,149.218,-44.05,2016-02-29T06:12:54.999Z,CS,ftp://ftp.ifremer.fr/ifremer/argo/dac/csiro/5904261/profiles/D5904261_095.nc,
2901345_150,152.814,-43.787,2016-02-28T12:54:46.999Z,IN,ftp://ftp.ifremer.fr/ifremer/argo/dac/incois/2901345/profiles/R2901345_150.nc,
5904371_096,152.85701,-43.19713,2016-02-27T08:36:18.720Z,AO,ftp://ftp.ifremer.fr/ifremer/argo/dac/aoml/5904371/profiles/D5904371_096.nc,
5903943_139,150.571,-42.228,2016-02-26T01:37:31.000Z,CS,ftp://ftp.ifremer.fr/ifremer/argo/dac/csiro/5903943/profiles/D5903943_139.nc,
5904117_091,149.578,-43.973,2016-02-22T20:42:24.002Z,AO,ftp://ftp.ifremer.fr/ifremer/argo/dac/aoml/5904117/profiles/D5904117_091.nc,
5903624_206,151.709,-43.069,2016-02-22T19:43:31.999Z,CS,ftp://ftp.ifremer.fr/ifremer/argo/dac/csiro/5903624/profiles/D5903624_206.nc,
5903657_184,152.403,-43.621,2016-02-21T18:14:38.000Z,CS,ftp://ftp.ifremer.fr/ifremer/argo/dac/csiro/5903657/profiles/D5903657_184.nc,
5903934_155,152.77,-41.106,2016-02-20T22:32:11.000Z,CS,ftp://ftp.ifremer.fr/ifremer/argo/dac/csiro/5903934/profiles/D5903934_155.nc,
5904261_094,148.349,-44.956,2016-02-19T09:36:55.000Z,CS,ftp://ftp.ifremer.fr/ifremer/argo/dac/csiro/5904261/profiles/D5904261_094.nc,
2901345_149,153.726,-44.614,2016-02-18T11:24:07.000Z,IN,ftp://ftp.ifremer.fr/ifremer/argo/dac/incois/2901345/profiles/R2901345_149.nc,
5904371_095,153.56737,-43.6262,2016-02-17T08:17:38.112Z,AO,ftp://ftp.ifremer.fr/ifremer/argo/dac/aoml/5904371/profiles/D5904371_095.nc,
5903943_138,150.884,-42.313,2016-02-16T07:19:29.999Z,CS,ftp://ftp.ifremer.fr/ifremer/argo/dac/csiro/5903943/profiles/D5903943_138.nc,
5902388_032,154.54834,-42.54118,2016-02-14T18:51:05.472Z,AO,ftp://ftp.ifremer.fr/ifremer/argo/dac/aoml/5902388/profiles/D5902388_032.nc,
5903624_205,149.96,-42.596,2016-02-12T19:32:27.000Z,CS,ftp://ftp.ifremer.fr/ifremer/argo/dac/csiro/5903624/profiles/D5903624_205.nc,
5903657_183,153.167,-44.315,2016-02-11T20:51:19.000Z,CS,ftp://ftp.ifremer.fr/ifremer/argo/dac/csiro/5903657/profiles/D5903657_183.nc,
5903934_154,153.175,-41.189,2016-02-10T22:28:24.999Z,CS,ftp://ftp.ifremer.fr/ifremer/argo/dac/csiro/5903934/profiles/D5903934_154.nc,
5904261_093,147.929,-44.433,2016-02-09T13:27:09.999Z,CS,ftp://ftp.ifremer.fr/ifremer/argo/dac/csiro/5904261/profiles/D5904261_093.nc,
5904371_094,154.40539,-43.87485,2016-02-07T08:16:35.904Z,AO,ftp://ftp.ifremer.fr/ifremer/argo/dac/aoml/5904371/profiles/D5904371_094.nc,
5903943_137,151.163,-42.014,2016-02-06T11:50:30.999Z,CS,ftp://ftp.ifremer.fr/ifremer/argo/dac/csiro/5903943/profiles/D5903943_137.nc,
5902388_031,153.21449,-42.55599,2016-02-04T19:45:03.744Z,AO,ftp://ftp.ifremer.fr/ifremer/argo/dac/aoml/5902388/profiles/D5902388_031.nc,
5903624_204,148.672,-41.981,2016-02-02T17:23:17.000Z,CS,ftp://ftp.ifremer.fr/ifremer/argo/dac/csiro/5903624/profiles/D5903624_204.nc,
5903657_182,153.591,-44.612,2016-02-01T18:17:12.999Z,CS,ftp://ftp.ifremer.fr/ifremer/argo/dac/csiro/5903657/profiles/D5903657_182.nc,
5903934_153,153.667,-41.698,2016-01-31T22:18:46.999Z,CS,ftp://ftp.ifremer.fr/ifremer/argo/dac/csiro/5903934/profiles/D5903934_153.nc,
5904261_092,148.841,-43.695,2016-01-30T16:29:20.000Z,CS,ftp://ftp.ifremer.fr/ifremer/argo/dac/csiro/5904261/profiles/D5904261_092.nc,
