ID,Longitude,Latitude,Timestamp,DAC,Original core file,Original synthetic file
5903274_168,-140.598,51.212,2012-10-31T18:14:39.999Z,AO,ftp://ftp.ifremer.fr/ifremer/argo/dac/aoml/5903274/profiles/D5903274_168.nc,ftp://ftp.ifremer.fr/ifremer/argo/dac/aoml/5903274/profiles/SD5903274_168.nc
5903714_050,-144.337,49.405,2012-10-28T02:03:53.000Z,AO,ftp://ftp.ifremer.fr/ifremer/argo/dac/aoml/5903714/profiles/D5903714_050.nc,ftp://ftp.ifremer.fr/ifremer/argo/dac/aoml/5903714/profiles/SD5903714_050.nc
4901188_010,-148.86090087890625,48.2598991394043,2012-10-27T10:24:00.000Z,ME,ftp://ftp.ifremer.fr/ifremer/argo/dac/meds/4901188/profiles/D4901188_010.nc,
4901180_010,-148.4304962158203,47.666900634765625,2012-10-27T10:17:59.999Z,ME,ftp://ftp.ifremer.fr/ifremer/argo/dac/meds/4901180/profiles/D4901180_010.nc,
5901083_233,-150.032,47.558,2012-10-27T08:40:53.001Z,AO,ftp://ftp.ifremer.fr/ifremer/argo/dac/aoml/5901083/profiles/D5901083_233.nc,
4901147_051,-149.052001953125,50.731998443603516,2012-10-27T07:52:00.000Z,ME,ftp://ftp.ifremer.fr/ifremer/argo/dac/meds/4901147/profiles/D4901147_051.nc,
5901084_233,-151.393,46.172,2012-10-27T07:51:08.001Z,AO,ftp://ftp.ifremer.fr/ifremer/argo/dac/aoml/5901084/profiles/D5901084_233.nc,
4901519_010,-142.728,47.378,2012-10-27T06:46:47.999Z,AO,ftp://ftp.ifremer.fr/ifremer/argo/dac/aoml/4901519/profiles/D4901519_010.nc,
5903405_120,-142.32041372314652,51.170439733640364,2012-10-27T04:58:25.000Z,AO,ftp://ftp.ifremer.fr/ifremer/argo/dac/aoml/5903405/profiles/D5903405_120.nc,ftp://ftp.ifremer.fr/ifremer/argo/dac/aoml/5903405/profiles/SD5903405_120.nc
5901077_211,-153.799,47.138,2012-10-27T04:42:20.000Z,AO,ftp://ftp.ifremer.fr/ifremer/argo/dac/aoml/5901077/profiles/D5901077_211.nc,
5901076_211,-154.656,47.162,2012-10-27T03:43:48.000Z,AO,ftp://ftp.ifremer.fr/ifremer/argo/dac/aoml/5901076/profiles/D5901076_211.nc,
5901085_233,-149.159,46.474,2012-10-27T01:44:29.999Z,AO,ftp://ftp.ifremer.fr/ifremer/argo/dac/aoml/5901085/profiles/D5901085_233.nc,
4901148_080,-139.41700744628906,48.784000396728516,2012-10-26T19:43:00.000Z,ME,ftp://ftp.ifremer.fr/ifremer/argo/dac/meds/4901148/profiles/D4901148_080.nc,
5903274_167,-140.433,51.138,2012-10-26T14:03:00.999Z,AO,ftp://ftp.ifremer.fr/ifremer/argo/dac/aoml/5903274/profiles/D5903274_167.nc,ftp://ftp.ifremer.fr/ifremer/argo/dac/aoml/5903274/profiles/SD5903274_167.nc
4901186_010,-147.45469665527344,46.87269973754883,2012-10-26T10:24:00.000Z,ME,ftp://ftp.ifremer.fr/ifremer/argo/dac/meds/4901186/profiles/D4901186_010.nc,
4901179_010,-141.9398956298828,48.47060012817383,2012-10-26T10:12:00.000Z,ME,ftp://ftp.ifremer.fr/ifremer/argo/dac/meds/4901179/profiles/D4901179_010.nc,
4900953_010,-148.884,50.582,2012-10-25T22:16:14.000Z,JA,ftp://ftp.ifremer.fr/ifremer/argo/dac/jma/4900953/profiles/D4900953_010.nc,
5903743_045,-144.248,49.404,2012-10-25T04:57:02.000Z,AO,ftp://ftp.ifremer.fr/ifremer/argo/dac/aoml/5903743/profiles/D5903743_045.nc,ftp://ftp.ifremer.fr/ifremer/argo/dac/aoml/5903743/profiles/SD5903743_045.nc
4900952_010,-148.73,46.259,2012-10-23T22:12:01.000Z,JA,ftp://ftp.ifremer.fr/ifremer/argo/dac/jma/4900952/profiles/D4900952_010.nc,
5903714_049,-144.331,49.453,2012-10-22T21:37:18.996Z,AO,ftp://ftp.ifremer.fr/ifremer/argo/dac/aoml/5903714/profiles/D5903714_049.nc,ftp://ftp.ifremer.fr/ifremer/argo/dac/aoml/5903714/profiles/SD5903714_049.nc
4901177_024,-143.04119873046875,49.79779815673828,2012-10-22T10:24:00.000Z,ME,ftp://ftp.ifremer.fr/ifremer/argo/dac/meds/4901177/profiles/D4901177_024.nc,
5903405_119,-142.336,51.091,2012-10-21T22:42:59.001Z,AO,ftp://ftp.ifremer.fr/ifremer/argo/dac/aoml/5903405/profiles/D5903405_119.nc,ftp://ftp.ifremer.fr/ifremer/argo/dac/aoml/5903405/profiles/SD5903405_119.nc
5903274_166,-140.253,51.071,2012-10-21T09:48:36.998Z,AO,ftp://ftp.ifremer.fr/ifremer/argo/dac/aoml/5903274/profiles/D5903274_166.nc,ftp://ftp.ifremer.fr/ifremer/argo/dac/aoml/5903274/profiles/SD5903274_166.nc
5903743_044,-144.239,49.443,2012-10-18T07:49:06.000Z,AO,ftp://ftp.ifremer.fr/ifremer/argo/dac/aoml/5903743/profiles/D5903743_044.nc,ftp://ftp.ifremer.fr/ifremer/argo/dac/aoml/5903743/profiles/SD5903743_044.nc
5903714_048,-144.307,49.474,2012-10-17T17:16:56.000Z,AO,ftp://ftp.ifremer.fr/ifremer/argo/dac/aoml/5903714/profiles/D5903714_048.nc,ftp://ftp.ifremer.fr/ifremer/argo/dac/aoml/5903714/profiles/SD5903714_048.nc
4901188_009,-148.86610412597656,48.308998107910156,2012-10-17T10:24:00.000Z,ME,ftp://ftp.ifremer.fr/ifremer/argo/dac/meds/4901188/profiles/D4901188_009.nc,
4901180_009,-148.3791046142578,47.713600158691406,2012-10-17T10:17:59.999Z,ME,ftp://ftp.ifremer.fr/ifremer/argo/dac/meds/4901180/profiles/D4901180_009.nc,
4901147_050,-148.99400329589844,50.77399826049805,2012-10-17T08:16:00.000Z,ME,ftp://ftp.ifremer.fr/ifremer/argo/dac/meds/4901147/profiles/D4901147_050.nc,
4901519_009,-142.885,47.361,2012-10-17T06:39:58.000Z,AO,ftp://ftp.ifremer.fr/ifremer/argo/dac/aoml/4901519/profiles/D4901519_009.nc,
5901077_210,-153.988,47.142,2012-10-17T04:47:13.000Z,AO,ftp://ftp.ifremer.fr/ifremer/argo/dac/aoml/5901077/profiles/D5901077_210.nc,
5901084_232,-151.477,46.109,2012-10-17T02:50:17.999Z,AO,ftp://ftp.ifremer.fr/ifremer/argo/dac/aoml/5901084/profiles/D5901084_232.nc,
5901083_232,-149.895,47.614,2012-10-17T01:47:17.000Z,AO,ftp://ftp.ifremer.fr/ifremer/argo/dac/aoml/5901083/profiles/D5901083_232.nc,
5901076_210,-154.818,47.162,2012-10-16T18:48:49.000Z,AO,ftp://ftp.ifremer.fr/ifremer/argo/dac/aoml/5901076/profiles/D5901076_210.nc,
