layerCenter,GroupCount,mean_temp,std_temp,se
4.99,333,17.6592943088428,1.90939002478752,0.10463392881534
14.97,313,17.5355495233505,1.96876971219814,0.111281443553958
24.95,281,17.4123807886741,2.03632199275685,0.121476785682426
34.93,284,17.2551373360862,2.08720490234993,0.123852824750059
44.91,290,16.9051827595152,2.03743017487954,0.119642019453865
54.89,282,16.4112836993332,1.98785571027233,0.118375084905829
64.87,280,15.9888714177268,1.94908786049295,0.116480278648377
74.85,280,15.5112249953406,1.88341242547763,0.112555420705338
84.83,277,15.1886534053926,1.7866406039186,0.107348829946435
94.81,270,14.9196222199334,1.7139536085122,0.104307894877723
104.79,282,14.6133474931649,1.66206975941603,0.098974813852726
114.77,274,14.3730036846913,1.65009056342128,0.0996856165358435
124.75,280,14.1395643098014,1.60964161416821,0.0961944854014522
134.73,276,13.9327101534691,1.62478343089465,0.0978004697039379
144.71,277,13.7209675062434,1.54685395989177,0.0929414468294243
154.69,278,13.5530431665105,1.54182718224927,0.0924726492701025
164.67,275,13.3491273151744,1.52228190024722,0.0917970525139862
174.65,279,13.2046200639458,1.48163910198896,0.0887034128024689
184.63,276,13.0511920348458,1.45595996350661,0.0876384911327345
194.61,281,12.8713451806337,1.40202612580726,0.0836378666103159
204.59,275,12.7289709264582,1.36726195254349,0.0824489979402812
214.57,275,12.5747090669112,1.32932811620631,0.0801615015404781
224.55,278,12.3910107818439,1.3074643640603,0.0784165015138244
234.53,278,12.2525107946327,1.2871184558365,0.0771962350294078
244.51,276,12.094057964242,1.28867947191619,0.0775693887903746
254.49,276,11.9699746353039,1.2695491171277,0.0764178767498519
264.47,277,11.8291588414877,1.2552014306044,0.0754177446918769
274.45,277,11.7048663817588,1.23417027079467,0.0741541047672952
284.43,279,11.5930215295498,1.21584493198252,0.0727907320754815
294.41,265,11.4977999885127,1.1954611613721,0.0734365953795523
304.39,278,11.3335719177191,1.16879053129499,0.0700993977243197
314.37,268,11.2486604612265,1.14407180781434,0.0698853085321958
324.35,276,11.0730253233426,1.10616256510671,0.066583162025957
334.33,269,11.0044832619593,1.0933804451863,0.0666645823132717
344.31,275,10.8471527411721,1.07956754346087,0.0651003723182803
354.29,264,10.7584924517256,1.07868814615148,0.0663886661057588
364.27,259,10.5828069517511,1.06179898030367,0.0659769783931603
374.25,259,10.5558262791873,1.05236191388477,0.0653905876179152
384.23,257,10.3762801389286,1.03657698303914,0.0646598956698893
394.21,244,10.3281598677401,1.02781699865977,0.0657992408251952
404.19,274,10.173828483498,0.999377788741551,0.0603746201762229
414.17,241,10.1048216048118,0.998890872142529,0.0643442174341915
424.15,267,9.98789136150803,0.968597487125892,0.0592772035581355
434.13,241,9.8918174094679,0.979685856054016,0.0631071135968365
444.11,251,9.7899003845762,0.95048663426215,0.0599941843765538
454.09,267,9.69425093190054,0.930662431142501,0.0569556158342304
464.07,247,9.61978945944473,0.92928998388926,0.0591293057134742
474.05,259,9.55969111247413,0.904924247581956,0.0562292567968812
484.03,249,9.45717672554843,0.894347501074742,0.056676969982703
494.01,243,9.40138273082152,0.880331207850301,0.0564732733142667
503.99,275,9.28651998693293,0.833793868019329,0.0502796620494404
513.97,240,9.25942085782687,0.85099376008687,0.0549314110090479
523.95,259,9.18256757986592,0.820482687936309,0.050982313581102
533.93,240,9.11148336132367,0.828695306394598,0.0534920520124422
543.91,244,9.04114343885515,0.814686510399348,0.0521549594574757
553.89,274,8.93260950067618,0.787668000991596,0.0475847641608239
563.87,240,8.89456248680751,0.812207993864132,0.052427800564872
573.85,259,8.81806565803911,0.774948231581637,0.0481529401320926
583.83,240,8.75169585148493,0.773840412233834,0.0499511838200654
593.81,243,8.69646501737367,0.758922375396562,0.0486848930810262
603.79,275,8.59965820832686,0.741403836558728,0.0447083335271869
613.77,240,8.56601662238439,0.737607881185519,0.0476123839977142
623.75,259,8.48570272453043,0.718663699998355,0.0446555895101534
633.73,240,8.42782499988874,0.728649369538026,0.0470341145574218
643.71,245,8.36442040034703,0.718114265297848,0.0458786375090944
653.69,273,8.25307325565771,0.698896628119287,0.0422991481827182
663.67,240,8.20547499656677,0.7060779412316,0.0455771351252401
673.65,240,8.13949998219808,0.713684744583846,0.0460681521702588
683.63,240,8.06317918101947,0.711748724917321,0.0459431826381525
693.61,244,7.980131164926,0.71500451845231,0.0457734738402783
703.59,274,7.86816423652816,0.713069503281928,0.0430781041012588
713.57,240,7.81792916258176,0.721411407983371,0.0465669061480607
723.55,240,7.73527085185051,0.714160790022775,0.046098880771209
733.53,240,7.65706249674161,0.712682790451216,0.0460034763091032
743.51,243,7.57234569047214,0.705252294586505,0.0452419557917911
753.49,275,7.46237454154275,0.696039369860665,0.0419727532571497
763.47,240,7.4181500116984,0.70883330025681,0.0457549927855311
773.45,240,7.33753333886464,0.712524580532615,0.0459932639027707
783.43,240,7.2641666551431,0.711171820733164,0.0459059436331925
793.41,243,7.18758847193463,0.70458822149136,0.0451993554828752
803.39,275,7.07001818396828,0.690367819240752,0.0416307458864995
813.37,240,7.02545415361722,0.702086935819178,0.0453195168336245
823.35,239,6.9398786532829,0.698588178074018,0.045187912746069
833.33,240,6.86187917788823,0.695021495346886,0.0448634446122444
843.31,244,6.78665574065974,0.689007642300351,0.0441091943850289
853.29,274,6.66628102490502,0.673132143352266,0.04066539995298
863.27,240,6.61760832667351,0.683189824700428,0.0440997135560521
873.25,240,6.53878750602404,0.670950956849676,0.0433096980333454
883.23,240,6.45890832742055,0.658579982473217,0.0425111550710724
893.21,243,6.38174074863701,0.653988063284256,0.0419533538204408
903.19,274,6.28186495460733,0.631969506054868,0.0381786740918705
913.17,239,6.24109204144657,0.637535052374535,0.0412387143433861
923.15,236,6.17336016994412,0.618035047927026,0.0402306549188004
933.13,240,6.08153333067894,0.614760135242253,0.0396825960950911
943.11,243,6.00783128895387,0.613715206511563,0.0393698488539131
953.09,271,5.90904060061127,0.592932379359681,0.0360180769750184
963.07,239,5.86554812387442,0.59124455885822,0.0382444312340518
973.05,240,5.79197500149409,0.584523086246599,0.037730802975114
983.03,235,5.71197447066611,0.583229797612754,0.0380457170024077
993.01,230,5.63128261980803,0.58686992999616,0.038697057226262
1002.99,272,5.53717646879308,0.558784220871315,0.0338812700673662
1012.97,234,5.49733760825589,0.570313817465797,0.0372825805657653
1022.95,240,5.43036666512489,0.555811774445687,0.035877495767569
1032.93,240,5.36725834210714,0.545087851198828,0.0351852694985508
1042.91,243,5.30016460536439,0.532163404314153,0.0341382983037382
1052.89,273,5.20432235731747,0.508126994288578,0.0307532447035691
1062.87,240,5.16053749819597,0.516999014171072,0.0333721428648369
1072.85,240,5.0963333328565,0.51224324097861,0.0330651590252912
1082.83,238,5.02660504910124,0.504647622223103,0.0327114467806761
1092.81,239,4.95693722828662,0.480358595019736,0.0310718144965176
1102.79,272,4.89523530795294,0.472976011735307,0.0286783831583537
1112.77,239,4.85270710669801,0.484709017469047,0.0313532199313905
1122.75,239,4.78719667011724,0.471981844681228,0.0305299675611233
1132.73,240,4.72697916130225,0.46699956891188,0.0301446925513625
1142.71,243,4.66306995953061,0.456545101902015,0.0292873819422593
1152.69,271,4.59012916167284,0.432049292787037,0.0262451254583381
1162.67,239,4.54533891398538,0.438984935513017,0.0283955749401461
1172.65,240,4.49074998497963,0.428873991469198,0.0276836971096951
1182.63,240,4.43387082715829,0.413560237282329,0.0266951985274675
1192.61,243,4.38283952960262,0.397856994222768,0.0255225380792767
1202.59,272,4.32535293698311,0.37644032972863,0.0228250476649041
1212.57,240,4.28713333010674,0.379386490529767,0.0244892926599644
1222.55,240,4.23377916514873,0.370419095564828,0.0239104498039965
1232.53,240,4.1898999830087,0.363811652557964,0.0234839411918866
1242.51,243,4.14545678111261,0.354990066410292,0.0227726233779583
1252.49,272,4.10044853389263,0.344349947312187,0.0208792824256474
1262.47,240,4.06661250491937,0.346794229584635,0.0223854712623687
1272.45,240,4.01953749557336,0.335521121239647,0.0216577952476999
1282.43,240,3.96967917283376,0.326675286470864,0.0210867990686532
1292.41,243,3.9259176941075,0.322439749538343,0.0206845195770442
1302.39,271,3.87694834959023,0.312902844073156,0.0190074941356719
1312.37,240,3.8443166633447,0.319014503166142,0.020592297632685
1322.35,240,3.80709583759308,0.317492324802641,0.0204940414418217
1332.33,240,3.77906666994095,0.311025678336957,0.020076621207365
1342.31,243,3.74076131832452,0.298018173346214,0.0191178747338708
1352.29,271,3.69243910831719,0.281996893143462,0.017130091318214
1362.27,240,3.66404166817665,0.281592320551028,0.0181767061319005
1372.25,240,3.62867084145546,0.281538897230614,0.0181732576713962
1382.23,240,3.59658333857854,0.276742194263439,0.0178636318262533
1392.21,243,3.56437036431866,0.273277383346845,0.0175307523154153
1402.19,271,3.52355350867409,0.264841651874291,0.0160879846260052
1412.17,240,3.49999167422454,0.265889233947825,0.0171630762502629
1422.15,240,3.46811249951522,0.258368488589821,0.016677614224886
1432.13,240,3.43744999567668,0.254145033885503,0.0164049913959979
1442.11,243,3.40768312622981,0.247226700519512,0.015859600232867
1452.09,269,3.37253532001963,0.236884610920558,0.0144431096357957
1462.07,240,3.35056250492732,0.236611454013163,0.0152732036819151
1472.05,240,3.31939999659856,0.232633393422428,0.0150164209749463
1482.03,240,3.28590832849344,0.227449730919263,0.0146818169991611
1492.01,243,3.25678600401545,0.221231526475348,0.0141920090404193
1501.99,271,3.22388929458562,0.216052265784741,0.0131242404877022
1511.97,240,3.20001250207424,0.216920540601017,0.0140021606866342
1521.95,240,3.17962500452995,0.211933937679932,0.0136802768521756
1531.93,240,3.15903332829475,0.207514695640435,0.0133950160051451
1541.91,240,3.13754166066647,0.205286432278272,0.0132511822236014
1551.89,248,3.11045564759162,0.202114179252461,0.0128342632168009
1561.87,240,3.09210000435511,0.198021976652987,0.0127822636293348
1571.85,240,3.06537917256355,0.193883961565002,0.0125151559039662
1581.83,240,3.03903749485811,0.18804716046496,0.0121383920130398
1591.81,242,3.01484711209605,0.184205673606343,0.011841189176371
1601.79,271,2.99315128819089,0.17732281135015,0.0107715936773998
1611.77,240,2.97370417316755,0.174062628275336,0.0112356943417912
1621.75,240,2.9529833316803,0.171551472089117,0.0110735999069753
1631.73,240,2.93147500058015,0.166109029834276,0.010722291770047
1641.71,240,2.91070001025995,0.158974175593313,0.0102617389091659
1651.69,248,2.8853387130845,0.155758686704867,0.00989068649645051
1661.67,240,2.87157082955043,0.149891851282222,0.00967547739580408
1671.65,240,2.84991250534852,0.144990053875518,0.00935906773375995
1681.63,240,2.8313166598479,0.141238477848031,0.00911690454248514
1691.61,243,2.81190123479553,0.138471753167343,0.00888296710736943
1701.59,271,2.79314391815354,0.133429615660364,0.00810527192458619
1711.57,240,2.77869583765666,0.130402071962421,0.00841741755035665
1721.55,240,2.76321250597636,0.12874531346602,0.00831047424926915
1731.53,239,2.74743932959425,0.126592664058787,0.00818859871570109
1741.51,240,2.73246666491032,0.124750625006957,0.00805261821801519
1751.49,248,2.71297176711021,0.122544824170115,0.00778160411641033
1761.47,240,2.69949167172114,0.114988267106664,0.00742246072522264
1771.45,240,2.68312500814597,0.11182784446423,0.00721845632087061
1781.43,240,2.66754166682561,0.109918521078552,0.007095210026283
1791.41,243,2.6529382776331,0.10748577371272,0.00689521559856599
1801.39,271,2.63915128285595,0.104860805620844,0.00636984030555511
1811.37,240,2.62701665858428,0.103222185490774,0.00666296342274833
1821.35,239,2.61381171537742,0.100753853958303,0.00651722503242185
1831.33,240,2.60149999757608,0.0983775939546534,0.00635024638377213
1841.31,240,2.58968333005905,0.0950896526010064,0.00613801068200578
1851.29,248,2.57479032105015,0.0937015511766539,0.00595005444977495
1861.27,240,2.56545416216056,0.0896118890024524,0.00578442256214476
1871.25,240,2.55334582924843,0.0877901709041474,0.0056668311645411
1881.23,240,2.54100000162919,0.0865908439226973,0.00558941494077754
1891.21,243,2.52856379085117,0.0847253615847245,0.00543513447979212
1901.19,272,2.51532352058326,0.0844625177904287,0.00512129238611101
1911.17,236,2.505296604108,0.0826546614950876,0.00538036018376705
1921.15,239,2.49443933155746,0.0819181008972364,0.00529884145173122
1931.13,241,2.48309543518605,0.0796377906040785,0.0051299210529539
1941.11,246,2.47182927286722,0.0787183805051657,0.00501890063001527
1951.09,247,2.46135627113373,0.0784651155434962,0.00499261574454605
1961.07,241,2.45425726961793,0.0753582525950592,0.0048542517763095
1971.05,234,2.44409828817742,0.0750169825147701,0.00490401356017514
1981.03,225,2.43655111100939,0.0722289179735172,0.00481526119823448
1991.01,177,2.43223728567867,0.0672042315082985,0.00505137936781951
2000.99,106,2.42582075325948,0.0552974408946369,0.00537096225654973
2010.97,30,2.43880000114441,0.0646931439347017,0.0118112980829882
