floatMonth,layerCenter,GroupCount,mean_temp,std_temp,se
12,953.09,117,5.81267522746681,0.719920602295251,0.0665566832266268
12,963.07,104,5.77190383581015,0.728644137892148,0.0714494361072511
12,973.05,106,5.70905660683254,0.713418087578603,0.0692932902415053
12,983.03,104,5.6476923089761,0.708021611580192,0.0694272310287079
12,993.01,99,5.5463333418875,0.70951142908337,0.0713085816587392
12,1002.99,118,5.46891525640326,0.669055519172352,0.0615915528914852
12,1012.97,102,5.42650000254313,0.685752031860225,0.0678995689437664
12,1022.95,105,5.36351429621379,0.668041345752437,0.065194159805244
12,1032.93,105,5.29286667960031,0.656999081765582,0.0641165451822151
12,1042.91,108,5.22258332040575,0.642126278386084,0.0617886299466564
12,1052.89,117,5.1206239390577,0.612715340546865,0.0566455532719257
12,1062.87,105,5.08319047065008,0.632005761117671,0.0616774468378628
12,1072.85,105,5.01149524507068,0.630650461769104,0.0615451831645495
12,1082.83,105,4.94942856289092,0.624219151871179,0.0609175515846955
12,1092.81,105,4.87373334112621,0.590802002629675,0.057656371746444
12,1102.79,117,4.82887181053814,0.590162905081483,0.0545605798755916
12,1112.77,105,4.78708571025303,0.602319502444395,0.058780364637381
12,1122.75,105,4.72408572151547,0.589344406675601,0.0575141249466529
12,1132.73,105,4.65807618413653,0.585977889218162,0.0571855864834232
12,1142.71,107,4.59664485387713,0.571808272499355,0.0552787921763293
12,1152.69,117,4.52247864975889,0.541553287176749,0.0500666191105601
12,1162.67,105,4.47895237150646,0.547356387628162,0.0534165138615169
12,1172.65,105,4.43193332354228,0.529714507565111,0.0516948426574688
12,1182.63,105,4.3822952406747,0.507972622821682,0.0495730519667537
12,1192.61,108,4.32746297121048,0.477351145727597,0.0459331354139674
12,1202.59,117,4.26570941036583,0.453980010783767,0.0419704668440145
12,1212.57,105,4.225999997911,0.449219816992409,0.0438393652172818
12,1222.55,105,4.17052379789807,0.430912641803754,0.0420527678570729
12,1232.53,105,4.13328569275992,0.427286001948431,0.0416988440471361
12,1242.51,108,4.09537963513975,0.410642007324427,0.039514045578221
12,1252.49,117,4.04944445740463,0.399464780915431,0.0369305320598096
12,1262.47,105,4.02543810208638,0.405598430896191,0.0395823538299403
12,1272.45,105,3.97646666254316,0.397450539549636,0.0387872010539924
12,1282.43,105,3.92414287158421,0.388574613619522,0.037920999377724
12,1292.41,108,3.87892591511762,0.383001156564149,0.0368543034737083
12,1302.39,116,3.82648277077182,0.378844588975716,0.0351748370331959
12,1312.37,105,3.79580953007653,0.386845069276741,0.0377522131326952
12,1322.35,105,3.75599047797067,0.384288565814746,0.0375027239411898
12,1332.33,105,3.72915239107041,0.371399009573048,0.036244832053535
12,1342.31,108,3.69120370017158,0.353772267800918,0.034041752341114
12,1352.29,116,3.63793965454759,0.33437012547674,0.0310454867633533
12,1362.27,105,3.60873334294274,0.334268887885716,0.0326213032072095
12,1372.25,105,3.57212382044111,0.33855812193169,0.0330398895890455
12,1382.23,105,3.54535238629296,0.332784281403497,0.0324764204497798
12,1392.21,108,3.51623147505301,0.323503706237408,0.0311291586466682
12,1402.19,116,3.47199999669503,0.314139908366271,0.0291671582594914
12,1412.17,105,3.44651429085504,0.31707240852628,0.0309430986610764
12,1422.15,105,3.4149523803166,0.305827962876033,0.0298457531280422
12,1432.13,105,3.38461904071626,0.296818301962647,0.0289665002537807
12,1442.11,108,3.3602870437834,0.285510193289917,0.0274732311587192
12,1452.09,116,3.32189656948221,0.268903879471157,0.0249670984177588
12,1462.07,105,3.29333333742051,0.263090837558977,0.0256750367565896
12,1472.05,105,3.26106666610354,0.256270652480563,0.025009454845035
12,1482.03,105,3.23433333124433,0.253090810416411,0.0246991340347979
12,1492.01,108,3.21068519133109,0.242649840684601,0.0233489918063457
12,1501.99,116,3.17285344312931,0.238344706343253,0.0221297504235602
12,1511.97,105,3.15110476357596,0.240054433503697,0.0234269139167876
12,1521.95,105,3.13202857744126,0.23260207220575,0.0226996379233571
12,1531.93,105,3.11318094616845,0.227871876537581,0.0222380180935945
12,1541.91,105,3.09524761154538,0.227793307226852,0.0222303505139872
12,1551.89,110,3.06739999597723,0.223057363122571,0.0212676850993141
12,1561.87,105,3.05261905533927,0.22173703630266,0.0216393189903158
12,1571.85,105,3.02719999267941,0.218774702062944,0.0213502247702521
12,1581.83,105,3.00337141809009,0.212708587567146,0.0207582326123557
12,1591.81,107,2.97985047046269,0.206112390101038,0.0199256368355088
12,1601.79,116,2.95538792116889,0.199289644461221,0.0185035789617054
